Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2026-05-18 13:00:00,77639.99,77639.99,76695.31,76937.7,1116.5633,2026-05-18 13:59:59.999,86075888.8482891,265756.0,437.40687,33710901.5611116,0.0
2026-05-18 14:00:00,76937.7,76954.25,76230.02,76393.65,2158.59337,2026-05-18 14:59:59.999,165251866.2292101,343255.0,857.43415,65654698.1673099,0.0
2026-05-18 15:00:00,76393.66,76485.29,76051.0,76409.46,1960.17489,2026-05-18 15:59:59.999,149428008.1143902,299046.0,874.54442,66663995.7942353,0.0
2026-05-18 16:00:00,76409.46,76665.68,76218.0,76410.01,1252.9383,2026-05-18 16:59:59.999,95789833.0367202,217847.0,505.9762,38680168.7085754,0.0
2026-05-18 17:00:00,76410.0,76757.21,76366.13,76706.39,450.87486,2026-05-18 17:59:59.999,34549035.3046208,129138.0,196.38421,15047528.9510583,0.0
2026-05-18 18:00:00,76706.38,76706.38,76144.24,76252.5,779.57136,2026-05-18 18:59:59.999,59534820.0526275,148893.0,454.16077,34686248.1053749,0.0
2026-05-18 19:00:00,76252.01,76995.0,76235.0,76928.0,812.47229,2026-05-18 19:59:59.999,62305567.620232,223272.0,486.27553,37276451.5321715,0.0
2026-05-18 20:00:00,76928.0,77182.14,76874.73,76909.92,463.85785,2026-05-18 20:59:59.999,35724366.4839592,102387.0,202.50412,15596516.4924365,0.0
2026-05-18 21:00:00,76909.92,77174.23,76800.0,77103.05,491.7356,2026-05-18 21:59:59.999,37855530.1464339,84645.0,227.91808,17546774.6602643,0.0
2026-05-18 22:00:00,77103.04,77222.79,76937.19,77078.22,359.68174,2026-05-18 22:59:59.999,27725957.9576624,73858.0,185.35804,14289648.9155073,0.0
2026-05-18 23:00:00,77078.22,77160.79,76948.8,77001.87,275.05472,2026-05-18 23:59:59.999,21193772.7847227,48179.0,159.11648,12260342.2756524,0.0
2026-05-19 00:00:00,77001.88,77414.62,76955.99,77140.87,556.43712,2026-05-19 00:59:59.999,42925866.0935382,102605.0,344.95546,26604210.7282015,0.0
2026-05-19 01:00:00,77140.86,77156.2,76667.0,76667.01,769.46148,2026-05-19 01:59:59.999,59127312.0286029,128318.0,303.92085,23353831.6811438,0.0
2026-05-19 02:00:00,76667.01,76997.33,76487.83,76617.47,469.02583,2026-05-19 02:59:59.999,35997292.231605,116810.0,210.08414,16130185.1585675,0.0
2026-05-19 03:00:00,76617.46,76867.23,76586.11,76787.11,211.83571,2026-05-19 03:59:59.999,16261601.3668782,62060.0,99.34792,7627097.2384372,0.0
2026-05-19 04:00:00,76787.1,76943.75,76700.0,76927.25,239.72033,2026-05-19 04:59:59.999,18419385.4745937,67084.0,132.46103,10178332.2634448,0.0
2026-05-19 05:00:00,76927.25,77000.0,76644.98,76911.24,392.43215,2026-05-19 05:59:59.999,30153671.8826531,83908.0,157.29162,12087887.0344759,0.0
2026-05-19 06:00:00,76911.25,77108.68,76886.13,77029.4,386.11356,2026-05-19 06:59:59.999,29731962.8024673,74613.0,171.96171,13241494.9054535,0.0
2026-05-19 07:00:00,77029.41,77278.57,76974.72,77233.69,490.1935,2026-05-19 07:59:59.999,37830146.4388953,86744.0,259.20278,20004907.8571547,0.0
2026-05-19 08:00:00,77233.68,77317.02,76972.96,77048.71,465.92336,2026-05-19 08:59:59.999,35946317.5427735,89801.0,251.20695,19382481.8913368,0.0
2026-05-19 09:00:00,77048.72,77074.05,76709.29,76818.8,385.08727,2026-05-19 09:59:59.999,29596553.2709664,95544.0,172.47266,13256763.7300048,0.0
2026-05-19 10:00:00,76818.8,77103.97,76704.0,77041.87,464.38738,2026-05-19 10:59:59.999,35701773.2835163,98724.0,227.15575,17464820.4810006,0.0
2026-05-19 11:00:00,77041.87,77076.53,76633.83,76714.62,430.29111,2026-05-19 11:59:59.999,33085384.4505504,69612.0,231.57556,17806085.7885598,0.0
2026-05-19 12:00:00,76714.61,76982.89,76650.06,76940.21,257.11004,2026-05-19 12:59:59.999,19759037.985532,64711.0,115.83114,8903056.6513032,0.0
2026-05-19 13:00:00,76940.2,77048.72,76596.0,76872.75,906.63403,2026-05-19 13:59:59.999,69648421.1272935,212900.0,494.46075,37989841.953834,0.0
2026-05-19 14:00:00,76872.74,77023.75,76144.71,76392.43,1426.24149,2026-05-19 14:59:59.999,109089303.9610486,268808.0,634.01335,48494785.1593236,0.0
2026-05-19 15:00:00,76392.43,76675.76,76337.97,76521.23,773.78391,2026-05-19 15:59:59.999,59211709.069674,140521.0,476.91492,36494378.4806469,0.0
2026-05-19 16:00:00,76521.24,76911.0,76407.72,76894.59,568.91388,2026-05-19 16:59:59.999,43609768.2532168,105964.0,360.63289,27652896.2659933,0.0
2026-05-19 17:00:00,76894.59,77015.41,76759.39,76856.76,442.15826,2026-05-19 17:59:59.999,34008306.1243081,98700.0,259.05764,19928962.0489797,0.0
2026-05-19 18:00:00,76856.76,76947.2,76744.8,76803.28,282.19478,2026-05-19 18:59:59.999,21685275.9136433,71312.0,150.44356,11560636.8940506,0.0
